SalePrice,Id,BsmtHalfBath,GarageArea,WoodDeckSF,OpenPorchSF,YrSold
208500,1,0,548,0,61,2008
181500,2,1,460,298,0,2007
223500,3,0,608,0,42,2008
140000,4,0,642,0,35,2006
250000,5,0,836,192,84,2008
143000,6,0,480,40,30,2009
307000,7,0,636,255,57,2007
200000,8,0,484,235,204,2009
129900,9,0,468,90,0,2008
118000,10,0,205,0,4,2008
129500,11,0,384,0,0,2008
345000,12,0,736,147,21,2006
144000,13,0,352,140,0,2008
279500,14,0,840,160,33,2007
157000,15,0,352,0,213,2008
132000,16,0,576,48,112,2007
149000,17,0,480,0,0,2010
90000,18,0,516,0,0,2006
159000,19,0,576,0,102,2008
139000,20,0,294,0,0,2009
325300,21,0,853,240,154,2006
139400,22,0,280,0,0,2007
230000,23,0,534,171,159,2008
129900,24,0,572,100,110,2007
154000,25,0,270,406,90,2010
256300,26,0,890,0,56,2009
134800,27,1,576,222,32,2010
306000,28,0,772,0,50,2010
207500,29,0,319,288,258,2006
68500,30,0,240,49,0,2008
40000,31,0,250,0,54,2008
149350,32,0,271,0,65,2008
179900,33,0,484,0,30,2008
165500,34,1,447,0,38,2010
277500,35,0,556,203,47,2007
309000,36,0,691,113,32,2006
145000,37,0,672,392,64,2009
153000,38,1,498,0,0,2009
109000,39,0,246,0,52,2010
82000,40,0,0,0,0,2008
160000,41,0,440,0,138,2006
170000,42,1,308,0,104,2007
144000,43,0,504,240,0,2007
130250,44,0,308,145,0,2008
141000,45,0,300,0,0,2006
319900,46,0,576,196,82,2010
239686,47,0,670,168,43,2009
249700,48,0,826,0,146,2007
113000,49,0,0,0,0,2009
127000,50,0,386,0,0,2007
177000,51,1,388,0,75,2007
114500,52,0,528,112,0,2006
110000,53,0,516,106,0,2010
385000,54,0,894,857,72,2006
130000,55,0,572,0,50,2007
180500,56,0,576,0,0,2008
172500,57,0,480,115,0,2009
196500,58,0,565,0,70,2006
438780,59,0,641,192,0,2006
124900,60,0,352,196,0,2008
158000,61,0,576,0,50,2006
101000,62,0,288,0,0,2007
202500,63,0,484,120,49,2007
140000,64,0,480,12,11,2010
219500,65,0,645,576,36,2009
317000,66,0,852,192,151,2007
180000,67,0,576,301,0,2010
226000,68,0,558,144,29,2007
80000,69,0,220,0,0,2010
225000,70,0,667,0,21,2006
244000,71,0,516,300,0,2007
129500,72,0,360,0,0,2007
185000,73,0,427,0,94,2009
144900,74,0,490,0,0,2010
107400,75,0,379,0,0,2010
91000,76,0,297,120,101,2009
135750,77,0,283,0,0,2008
127000,78,0,240,0,0,2008
136500,79,0,0,0,0,2010
110000,80,0,440,74,0,2009
193500,81,0,509,0,72,2009
153500,82,0,405,0,199,2006
245000,83,0,758,144,99,2008
126500,84,0,461,74,0,2007
168500,85,0,400,120,72,2009
260000,86,0,462,127,82,2006
174000,87,0,400,100,38,2009
164500,88,0,528,0,234,2009
85000,89,0,0,0,0,2009
123600,90,0,0,0,0,2007
109900,91,0,420,0,29,2006
98600,92,0,480,0,0,2006
163500,93,0,432,0,0,2009
133900,94,1,506,0,0,2007
204750,95,0,684,0,162,2007
185000,96,0,420,232,63,2009
214000,97,0,472,158,29,2006
94750,98,0,432,120,0,2007
83000,99,0,366,0,0,2010
128950,100,0,0,352,0,2010
205000,101,0,480,168,68,2010
178000,102,0,476,192,46,2010
118964,103,0,410,0,0,2009
198900,104,0,740,0,36,2010
169500,105,0,240,0,0,2007
250000,106,0,648,140,45,2008
100000,107,0,273,0,0,2007
115000,108,0,250,0,0,2008
115000,109,0,0,0,0,2007
190000,110,0,546,0,122,2010
136900,111,0,325,182,0,2006
180000,112,0,400,180,0,2010
383970,113,0,792,120,184,2007
217000,114,0,450,166,120,2007
259500,115,0,180,224,0,2007
176000,116,0,440,0,32,2007
139000,117,1,288,0,20,2009
155000,118,0,430,80,64,2007
320000,119,0,594,367,0,2010
163990,120,0,390,0,24,2006
180000,121,0,540,0,130,2006
100000,122,0,264,0,0,2007
136000,123,0,288,0,0,2008
153900,124,0,530,0,63,2008
181000,125,0,435,192,0,2009
84500,126,0,0,53,0,2006
128000,127,0,440,0,205,2007
87000,128,0,0,0,0,2007
155000,129,0,453,188,108,2006
150000,130,1,750,0,80,2006
226000,131,0,487,105,66,2006
244000,132,0,390,24,48,2009
150750,133,0,624,0,0,2007
220000,134,0,471,192,25,2009
180000,135,0,440,0,96,2006
174000,136,0,530,98,0,2008
143000,137,0,318,0,111,2007
171000,138,0,766,0,0,2006
230000,139,0,660,224,106,2008
231500,140,0,470,276,99,2009
115000,141,0,0,0,0,2010
260000,142,0,660,160,24,2006
166000,143,0,720,0,0,2010
204000,144,0,577,144,29,2009
125000,145,0,504,0,0,2006
130000,146,0,380,0,40,2006
105000,147,0,180,48,0,2009
222500,148,0,434,144,48,2010
141000,149,0,0,0,0,2008
115000,150,0,240,200,114,2006
122000,151,0,440,0,0,2007
372402,152,0,866,0,102,2008
190000,153,0,495,0,66,2006
235000,154,0,564,409,0,2008
125000,155,0,312,0,0,2006
79000,156,0,0,0,8,2008
109500,157,0,625,0,0,2006
269500,158,0,680,0,75,2010
254900,159,0,678,0,136,2010
320000,160,0,576,239,132,2006
162500,161,0,516,0,0,2008
412500,162,0,726,400,0,2008
220000,163,0,532,0,70,2010
103200,164,0,0,0,0,2007
152000,165,0,216,0,0,2007
127500,166,0,0,140,0,2008
190000,167,0,303,476,0,2009
325624,168,0,789,178,120,2007
183500,169,0,440,100,48,2007
228000,170,0,511,574,64,2006
128500,171,0,660,237,0,2007
215000,172,0,528,210,62,2010
239000,173,0,504,441,35,2006
163000,174,0,504,0,20,2008
184000,175,0,616,192,0,2008
243000,176,0,576,0,29,2007
211000,177,1,521,0,228,2007
172500,178,0,451,0,0,2006
501837,179,0,1166,0,60,2009
100000,180,0,480,0,0,2007
177000,181,0,440,0,0,2007
200100,182,0,216,0,0,2006
120000,183,0,252,116,0,2007
200000,184,0,484,280,238,2008
127000,185,0,576,104,0,2006
475000,186,0,840,0,260,2006
173000,187,0,497,168,27,2009
135000,188,0,180,0,0,2009
153337,189,0,528,120,0,2009
286000,190,0,682,0,120,2008
315000,191,0,440,0,74,2007
184000,192,0,484,0,32,2007
192000,193,0,666,0,35,2009
130000,194,0,380,0,40,2006
127000,195,0,352,0,0,2008
148500,196,0,440,87,0,2009
311872,197,0,786,171,138,2007
235000,198,1,795,0,16,2006
104000,199,0,0,0,198,2009
274900,200,0,856,0,26,2009
140000,201,0,440,132,64,2010
171500,202,1,473,238,83,2008
112000,203,0,398,0,0,2006
149000,204,0,420,149,0,2008
110000,205,0,240,0,35,2009
180500,206,0,500,0,34,2009
143900,207,0,349,0,30,2007
141000,208,0,312,355,0,2008
277000,209,0,454,60,55,2007
145000,210,0,504,0,0,2008
98000,211,0,0,0,0,2008
186000,212,0,460,100,22,2010
252678,213,0,644,168,108,2009
156000,214,1,576,224,0,2006
161750,215,0,299,0,36,2010
134450,216,1,447,0,0,2006
210000,217,0,484,139,98,2008
107000,218,0,210,0,172,2006
311500,219,1,431,0,119,2008
167240,220,0,438,108,0,2006
204900,221,0,675,351,33,2006
200000,222,0,390,120,46,2009
179900,223,0,434,209,208,2006
97000,224,0,576,216,0,2009
386250,225,0,968,248,105,2009
112000,226,0,280,0,0,2009
290000,227,0,721,224,114,2007
106000,228,0,280,0,0,2008
125000,229,0,336,0,0,2010
192500,230,0,430,143,20,2009
148000,231,0,312,0,0,2010
403000,232,0,810,0,146,2009
94500,233,0,288,0,0,2006
128200,234,0,308,365,0,2010
216500,235,0,440,288,48,2010
89500,236,0,264,0,0,2008
185500,237,0,494,132,105,2010
194500,238,0,457,370,70,2010
318000,239,0,818,168,228,2007
113000,240,0,220,0,140,2010
262500,241,0,750,144,168,2010
110500,242,0,0,58,42,2007
79000,243,0,352,0,0,2006
120000,244,0,288,0,28,2009
205000,245,0,463,0,130,2010
241500,246,1,604,197,39,2006
137000,247,0,440,0,60,2006
140000,248,0,451,0,30,2006
180000,249,0,500,144,68,2007
277000,250,1,389,0,98,2007
76500,251,0,0,263,0,2010
235000,252,1,538,123,0,2007
173000,253,0,520,138,45,2008
158000,254,1,309,333,0,2007
145000,255,0,294,250,0,2010
230000,256,0,429,192,0,2006
207500,257,0,673,216,56,2008
220000,258,0,660,123,110,2009
231500,259,0,564,0,96,2008
97000,260,0,308,0,45,2008
176000,261,0,884,0,0,2009
276000,262,0,868,0,148,2007
151000,263,0,492,292,12,2006
130000,264,0,484,0,0,2010
73000,265,0,504,0,0,2008
175500,266,0,576,276,0,2008
185000,267,0,413,95,75,2006
179500,268,0,240,262,24,2008
120500,269,0,924,0,25,2008
148000,270,0,504,370,30,2007
266000,271,0,1053,192,51,2006
241500,272,0,439,81,0,2008
290000,273,0,671,132,57,2010
139000,274,0,338,289,0,2009
124500,275,0,264,168,0,2007
205000,276,0,672,74,0,2009
201000,277,0,573,100,150,2010
141000,278,0,400,0,0,2010
415298,279,0,732,124,98,2007
192000,280,0,505,288,117,2008
228500,281,0,575,0,84,2007
185000,282,0,572,0,120,2006
207500,283,0,626,172,62,2009
244600,284,0,898,210,150,2009
179200,285,0,529,0,0,2007
164700,286,0,528,0,54,2007
159000,287,0,440,0,0,2006
88000,288,0,0,0,0,2006
122000,289,0,280,0,0,2010
153575,290,0,384,0,0,2007
233230,291,0,685,0,51,2006
135900,292,0,0,0,184,2008
131000,293,0,281,0,0,2009
235000,294,0,539,0,250,2006
167000,295,0,418,110,0,2009
142500,296,0,588,120,0,2006
152000,297,0,282,289,0,2007
239000,298,0,576,0,10,2007
175000,299,1,539,224,0,2007
158500,300,1,300,0,36,2009
157000,301,0,375,0,0,2006
267000,302,0,683,208,50,2007
205000,303,0,843,468,81,2006
149900,304,0,552,256,0,2006
295000,305,0,870,302,0,2008
305900,306,0,888,168,0,2007
225000,307,0,746,127,44,2007
89500,308,0,0,0,144,2008
82500,309,0,539,158,0,2009
360000,310,0,708,208,175,2006
165600,311,0,420,190,63,2006
132000,312,0,240,0,0,2009
119900,313,0,410,0,0,2006
375000,314,0,513,0,0,2009
178000,315,1,546,0,0,2006
188500,316,0,432,100,51,2009
260000,317,0,484,288,195,2009
270000,318,0,1025,208,46,2007
260000,319,0,656,340,60,2009
187500,320,0,588,233,48,2009
342643,321,0,840,240,154,2006
354000,322,0,872,184,154,2007
301000,323,0,576,201,96,2007
126175,324,0,220,142,98,2006
242000,325,0,564,240,0,2010
87000,326,0,360,0,0,2007
324000,327,0,473,122,30,2008
145250,328,0,292,0,45,2006
214500,329,0,441,0,60,2009
78000,330,0,189,0,0,2009
119000,331,1,352,155,0,2007
139000,332,0,308,0,0,2007
284000,333,0,880,0,0,2009
207000,334,0,484,192,30,2008
192000,335,0,472,100,38,2008
228950,336,0,529,670,0,2008
377426,337,0,676,178,51,2007
214000,338,0,532,192,74,2008
202500,339,0,440,108,45,2006
155000,340,0,297,0,0,2009
202900,341,0,431,135,0,2010
82000,342,0,294,250,0,2009
87500,343,0,400,0,0,2006
266000,344,0,564,495,72,2008
85000,345,0,336,182,0,2010
140200,346,0,312,0,0,2006
151500,347,0,301,0,0,2007
157500,348,0,498,0,40,2009
154000,349,0,474,0,27,2008
437154,350,0,706,0,0,2006
318061,351,0,617,210,54,2007
190000,352,0,445,0,80,2006
95000,353,1,200,48,0,2008
105900,354,0,484,106,0,2010
140000,355,0,240,0,0,2006
177500,356,0,521,0,26,2007
173000,357,0,400,120,26,2009
134000,358,0,528,536,90,2007
130000,359,1,288,168,0,2006
280000,360,0,592,208,75,2006
156000,361,0,470,0,0,2007
145000,362,0,240,0,0,2008
198500,363,0,672,0,0,2009
118000,364,0,264,250,0,2009
190000,365,0,566,306,111,2006
147000,366,0,468,0,128,2009
159000,367,0,514,0,76,2009
165000,368,1,296,64,110,2008
132000,369,0,244,0,98,2010
162000,370,0,576,364,17,2010
172400,371,0,460,100,40,2006
134432,372,0,680,0,59,2008
125000,373,0,264,353,0,2010
123000,374,0,270,66,0,2009
219500,375,0,434,100,48,2007
61000,376,0,0,0,0,2009
148000,377,0,576,0,0,2006
340000,378,0,610,159,214,2007
394432,379,0,834,113,0,2010
179000,380,0,463,100,63,2009
127000,381,0,308,0,0,2010
187750,382,0,572,216,121,2006
213500,383,0,639,144,53,2007
76000,384,0,360,0,0,2009
240000,385,0,501,216,231,2007
192000,386,0,430,146,20,2010
81000,387,0,0,0,151,2006
125000,388,0,352,296,0,2009
191000,389,0,577,120,25,2008
426000,390,0,846,196,134,2008
119000,391,0,384,0,130,2008
215000,392,0,560,125,192,2009
106500,393,0,294,0,0,2007
100000,394,0,0,0,0,2006
109000,395,0,240,0,39,2007
129000,396,0,596,44,0,2010
123000,397,0,600,215,0,2009
169500,398,0,264,0,168,2007
67000,399,0,338,0,0,2007
241000,400,0,438,0,168,2009
245500,401,0,500,120,30,2008
164990,402,0,400,0,0,2006
108000,403,0,240,168,0,2008
258000,404,0,420,144,123,2006
168000,405,0,373,0,40,2007
150000,406,0,490,120,78,2009
115000,407,0,240,0,0,2008
177000,408,0,308,0,0,2008
280000,409,0,947,192,62,2007
339750,410,0,836,0,102,2008
60000,411,0,350,0,0,2009
145000,412,0,572,264,0,2006
222000,413,0,484,0,144,2010
115000,414,0,360,0,0,2010
228000,415,1,678,196,187,2008
181134,416,0,396,100,30,2007
149500,417,0,440,0,0,2006
239000,418,0,864,0,0,2007
126000,419,0,240,0,0,2007
142000,420,0,304,0,85,2010
206300,421,0,784,0,0,2008
215000,422,1,529,240,0,2009
113000,423,0,520,0,0,2008
315000,424,0,696,0,66,2008
139000,425,0,297,0,44,2008
135000,426,0,240,0,0,2009
275000,427,1,569,80,0,2009
109008,428,0,352,0,0,2008
195400,429,0,628,105,54,2007
175000,430,0,576,0,0,2009
85400,431,0,264,0,0,2008
79900,432,0,0,0,98,2008
122500,433,0,440,240,36,2007
181000,434,0,470,0,36,2008
81000,435,0,0,88,0,2008
212000,436,0,550,158,61,2009
116000,437,0,440,0,0,2006
119000,438,0,180,0,0,2009
90350,439,0,352,0,0,2007
110000,440,0,528,0,46,2009
555000,441,0,672,0,72,2009
118000,442,0,0,0,0,2008
162900,443,0,360,0,0,2008
172500,444,0,648,144,16,2007
210000,445,0,493,144,133,2008
127500,446,0,480,0,0,2009
190000,447,0,578,0,0,2010
199900,448,0,431,89,0,2006
119500,449,0,198,0,0,2006
120000,450,0,308,0,176,2007
110000,451,0,270,0,113,2006
280000,452,0,576,200,54,2006
204000,453,0,422,144,122,2007
210000,454,0,676,0,30,2009
188000,455,0,560,0,0,2006
175500,456,0,528,0,0,2007
98000,457,0,513,0,0,2008
256000,458,0,529,224,137,2008
161000,459,0,228,192,63,2008
110000,460,0,352,0,0,2009
263435,461,0,552,0,150,2009
155000,462,0,576,256,0,2009
62383,463,0,360,0,0,2009
188700,464,0,240,0,0,2008
124000,465,0,0,0,0,2009
178740,466,0,398,144,20,2006
167000,467,0,526,0,0,2007
146500,468,0,312,168,0,2007
250000,469,0,866,0,44,2007
187000,470,0,506,144,70,2008
212000,471,0,528,0,54,2010
190000,472,0,534,0,0,2007
148000,473,0,525,0,28,2008
440000,474,0,908,250,63,2007
251000,475,0,499,96,48,2007
132500,476,0,624,0,24,2007
208900,477,0,508,140,39,2008
380000,478,0,694,414,84,2007
297000,479,0,826,208,44,2009
89471,480,0,672,0,72,2007
326000,481,0,772,519,112,2006
374000,482,0,874,206,49,2006
155000,483,0,164,0,0,2009
164000,484,0,402,0,125,2006
132500,485,0,264,0,132,2007
147000,486,0,264,0,80,2009
156000,487,0,515,0,0,2007
175000,488,0,487,224,0,2007
160000,489,0,520,142,0,2006
86000,490,0,286,0,0,2009
115000,491,0,336,141,24,2008
133000,492,0,240,0,0,2006
172785,493,0,429,0,0,2006
155000,494,0,308,0,0,2008
91300,495,0,273,144,20,2009
34900,496,0,0,0,523,2009
430000,497,0,546,264,75,2007
184000,498,0,240,0,100,2008
130000,499,0,288,64,0,2009
120000,500,1,297,12,285,2007
113000,501,0,264,144,28,2007
226700,502,0,603,0,108,2008
140000,503,0,461,0,0,2007
289000,504,0,484,0,54,2010
147000,505,1,440,260,0,2009
124500,506,0,400,0,0,2009
215000,507,0,471,182,81,2006
208300,508,0,676,0,102,2009
161000,509,0,360,0,0,2008
124500,510,0,270,224,88,2009
164900,511,0,288,324,42,2009
202665,512,0,474,132,35,2006
129900,513,0,624,0,0,2006
134000,514,0,484,120,0,2007
96500,515,0,200,0,0,2007
402861,516,0,900,156,54,2009
158000,517,0,583,0,104,2009
265000,518,0,889,220,0,2009
211000,519,0,546,0,36,2007
234000,520,0,282,0,0,2009
106250,521,0,0,220,114,2008
150000,522,0,336,0,40,2007
159000,523,0,420,0,24,2006
184750,524,0,884,208,406,2007
315750,525,0,834,239,60,2007
176000,526,0,453,38,144,2006
132000,527,0,252,261,0,2007
446261,528,0,858,126,66,2008
86000,529,0,0,0,0,2007
200624,530,0,484,0,0,2007
175000,531,0,600,224,0,2008
128000,532,0,502,0,0,2008
107500,533,0,392,0,0,2010
39300,534,0,0,0,0,2007
178000,535,0,403,100,35,2006
107500,536,0,0,85,0,2008
188000,537,0,527,120,155,2008
111250,538,0,576,216,0,2008
158000,539,0,336,466,0,2006
272000,540,0,670,180,0,2010
315000,541,0,765,270,68,2009
248000,542,0,648,0,56,2007
213250,543,0,583,78,73,2009
133000,544,0,367,120,40,2007
179665,545,0,426,100,24,2006
229000,546,0,786,0,0,2006
210000,547,0,440,0,38,2007
129500,548,0,624,104,0,2007
125000,549,0,720,140,50,2008
263000,550,0,615,182,182,2009
140000,551,0,440,0,55,2008
112500,552,0,288,0,0,2008
255500,553,0,908,169,39,2009
108000,554,0,520,0,96,2009
284000,555,0,871,320,62,2008
113000,556,0,280,0,0,2006
141000,557,0,299,268,0,2006
108000,558,0,570,0,47,2006
175000,559,1,406,264,22,2008
234000,560,0,420,143,20,2006
121500,561,0,528,0,0,2010
170000,562,0,418,240,38,2006
108000,563,0,0,144,0,2008
185000,564,0,396,72,36,2008
268000,565,0,590,0,40,2006
128000,566,0,216,0,66,2010
325000,567,0,656,144,39,2008
214000,568,0,532,0,0,2010
316600,569,0,612,349,40,2009
135960,570,0,600,42,0,2006
142600,571,0,576,0,0,2008
120000,572,0,288,168,0,2006
224500,573,0,650,208,114,2009
170000,574,0,400,100,0,2007
139000,575,1,288,35,0,2007
118500,576,0,336,158,0,2008
145000,577,1,216,0,50,2009
164500,578,0,564,160,68,2006
146000,579,0,540,0,102,2008
131500,580,0,352,0,0,2008
181900,581,1,572,216,110,2007
253293,582,0,1390,0,90,2009
118500,583,0,0,0,32,2007
325000,584,0,880,105,502,2008
133000,585,0,240,0,0,2009
369900,586,0,880,326,66,2006
130000,587,0,275,0,0,2008
137000,588,0,528,0,0,2009
143000,589,0,452,0,48,2009
79500,590,0,308,0,0,2008
185900,591,0,520,0,45,2008
451950,592,0,842,382,274,2009
138000,593,0,816,0,0,2008
140000,594,0,420,140,0,2009
110000,595,0,280,0,0,2008
319000,596,0,758,180,75,2006
114504,597,0,216,0,158,2006
194201,598,2,648,120,16,2007
217500,599,0,621,0,0,2006
151000,600,0,452,161,0,2008
275000,601,0,736,179,60,2006
141000,602,0,544,0,162,2007
220000,603,0,506,120,150,2006
151000,604,0,480,0,172,2010
221000,605,0,530,192,36,2008
205000,606,0,486,0,42,2009
152000,607,0,576,168,0,2009
225000,608,0,230,103,0,2006
359100,609,0,380,0,0,2007
118500,610,0,261,64,0,2007
313000,611,0,736,253,142,2009
148000,612,1,564,0,0,2007
261500,613,0,531,160,122,2009
147000,614,0,0,0,30,2007
75500,615,0,0,96,24,2010
137500,616,0,480,120,0,2010
183200,617,0,393,100,75,2006
105500,618,0,528,0,0,2008
314813,619,0,774,0,108,2007
305000,620,0,749,168,0,2008
67000,621,0,0,0,0,2008
240000,622,0,624,38,243,2008
135000,623,0,484,192,0,2009
168500,624,0,440,0,32,2007
165150,625,0,484,148,0,2006
160000,626,0,440,0,0,2010
139900,627,0,286,0,0,2007
153000,628,0,364,0,0,2010
135000,629,1,504,335,0,2007
168500,630,0,520,176,0,2008
124000,631,0,240,0,0,2006
209500,632,0,627,156,73,2007
82500,633,0,544,192,0,2009
139400,634,1,260,390,0,2007
144000,635,0,576,264,56,2010
200000,636,0,0,0,110,2007
60000,637,0,0,0,0,2009
93000,638,0,256,0,0,2009
85000,639,0,0,328,0,2008
264561,640,0,648,312,0,2006
274000,641,0,588,185,140,2008
226000,642,0,650,0,235,2007
345000,643,0,538,269,111,2009
152000,644,0,462,208,0,2007
370878,645,0,478,195,130,2009
143250,646,0,576,0,312,2007
98300,647,0,420,0,27,2008
155000,648,0,495,0,0,2008
155000,649,0,442,0,124,2010
84500,650,0,0,0,0,2007
205950,651,0,562,0,0,2008
108000,652,0,296,120,0,2009
191000,653,0,512,0,120,2009
135000,654,0,216,57,0,2008
350000,655,0,839,236,46,2008
88000,656,0,264,0,0,2010
145500,657,0,312,0,0,2008
149000,658,0,270,0,0,2008
97500,659,1,330,192,0,2010
167000,660,0,480,0,0,2009
197900,661,0,550,0,113,2007
402000,662,0,711,517,76,2009
110000,663,0,576,0,0,2009
137500,664,0,588,0,0,2008
423000,665,0,1134,192,267,2006
230500,666,0,504,188,124,2006
129000,667,0,596,0,265,2007
193500,668,0,575,224,42,2008
168000,669,0,576,304,0,2006
137500,670,0,252,0,0,2006
173500,671,0,540,100,35,2009
103600,672,0,300,147,0,2009
165000,673,0,546,198,42,2006
257500,674,0,416,0,87,2007
140000,675,0,384,426,0,2008
148500,676,0,440,28,0,2009
87000,677,0,779,0,0,2006
109500,678,0,240,316,0,2009
372500,679,0,834,322,82,2009
128500,680,0,572,0,0,2007
143000,681,0,264,80,0,2010
159434,682,0,281,0,0,2009
173000,683,0,431,307,0,2008
285000,684,0,702,257,45,2007
221000,685,0,486,0,81,2010
207500,686,0,577,219,0,2007
227875,687,0,578,144,105,2007
148800,688,0,480,0,60,2007
392000,689,0,567,140,0,2007
194700,690,0,460,192,28,2007
141000,691,0,420,149,0,2008
755000,692,1,832,382,50,2007
335000,693,0,628,320,27,2006
108480,694,0,326,0,0,2006
141500,695,0,576,112,0,2009
176000,696,0,551,125,0,2006
89000,697,0,205,0,0,2006
123500,698,1,308,0,0,2006
138500,699,0,336,416,144,2010
196000,700,0,530,156,158,2008
312500,701,0,765,270,78,2006
140000,702,0,528,0,0,2006
361919,703,0,666,324,100,2006
140000,704,0,672,344,0,2010
213000,705,0,606,0,35,2010
55000,706,0,0,0,0,2010
302000,707,0,739,380,48,2007
254000,708,0,550,192,38,2009
179540,709,0,400,100,24,2007
109900,710,0,408,0,0,2008
52000,711,0,0,0,0,2008
102776,712,0,384,68,0,2010
189000,713,0,472,168,120,2008
129000,714,0,576,0,288,2006
130500,715,0,475,0,44,2010
165000,716,0,478,0,0,2009
159500,717,0,704,0,48,2007
157000,718,1,439,224,0,2008
341000,719,0,983,250,154,2008
128500,720,0,300,0,0,2006
275000,721,0,564,114,28,2006
143000,722,0,420,160,0,2010
124500,723,0,463,0,0,2009
135000,724,0,548,0,0,2008
320000,725,0,768,327,64,2009
120500,726,0,660,96,0,2009
222000,727,0,540,292,44,2009
194500,728,0,632,132,0,2009
110000,729,0,888,0,25,2009
103000,730,0,539,0,23,2009
236500,731,0,608,237,152,2010
187500,732,0,438,160,22,2007
222500,733,0,541,192,84,2008
131400,734,0,264,165,0,2009
108000,735,0,300,147,0,2007
163000,736,0,320,0,341,2006
93500,737,0,400,0,0,2006
